HyLake_ID,2017/01/01/16,2017/02/01/16,2017/03/01/16,2017/04/01/17,2017/05/01/17,2017/06/01/17,2017/07/01/17,2017/08/01/17,2017/09/01/17,2017/10/01/17,2017/11/01/17,2017/12/01/16,2018/01/01/16,2018/02/01/16,2018/03/01/16,2018/04/01/17,2018/05/01/17,2018/06/01/17,2018/07/01/17,2018/08/01/17,2018/09/01/17,2018/10/01/17,2018/11/01/17,2018/12/01/16,2019/01/01/16,2019/02/01/16,2019/03/01/16,2019/04/01/17,2019/05/01/17,2019/06/01/17,2019/07/01/17,2019/08/01/17,2019/09/01/17,2019/10/01/17,2019/11/01/17,2019/12/01/16,2020/01/01/16
14,1.005446007206154,0.6628061875713133,0.026866292567326134,0.0008874803095705668,7.861364249046707e-05,5.710355973604597e-05,0.0,0.0,0.0,0.029602886720953982,1.005446007206154,1.005446007206154,1.005446007206154,1.005446007206154,0.029709219352633934,0.0014494898316925514,0.0,8.648762561367234e-05,0.0,0.0,0.0,0.01181071111563139,1.005446007206154,1.005446007206154,1.005446007206154,1.005446007206154,0.025652764567276692,0.004567134351407484,6.106923478361439e-05,0.0007414832618551129,0.0,0.018879746260145165,4.332107737884134e-05,0.010832681297138363,1.005446007206154,1.005446007206154,-9999
12,1.020776831713831,1.020776831713831,0.8904431549578756,0.012692618888937749,0.0017472662545011334,0.0009957530195976074,0.0,0.0,0.0007795887007337772,0.15269002199440215,1.0207768317138308,1.0207768317138308,1.0207768317138308,1.0207768317138308,0.5948978692369781,0.004812170568179073,0.002690618488643951,0.00148233955668696,3.555601164305023e-06,3.584594955566343e-05,0.0015460688058591794,0.05465537762772918,1.0207768317138308,1.0207768317138308,1.0207768317138308,1.0207768317138308,0.8217182991511506,0.04359674560633463,0.0032469778832235345,0.00021807475197601885,0.0,0.00026537267295532996,0.0019151351469700907,0.06862340871274353,1.0207768317138308,1.0207768317138308,-9999
1,0.9403850733682045,0.5408437592062596,0.090527723877747,0.046436060591988765,0.015073753727985492,0.005540072661905884,0.0074360945594098395,0.004841226930904647,0.005159917356749727,0.08252962444590835,0.9292181267967559,0.9403850733682046,0.9403850733682045,0.8650761692298474,0.3071038765761234,0.1230095487832154,0.015759279408824378,0.004075834678388838,0.00383693871778968,0.009673190658425835,0.002113945571851904,0.10783282639042645,0.8670105913992234,0.9403850733682045,0.9403850733682046,0.7175570264923906,0.09170274274167385,0.10512950897076757,0.05459417503342412,0.005087304332886183,0.003205342445443478,0.015012008932585374,0.01370233684614564,0.10235860643614425,0.8217024676297878,0.9403850733682045,-9999
17,0.2948046832478251,0.21129251171145977,0.07477851154803897,0.03553224212336178,0.006333993732817072,0.00755982808673024,0.01027304030661005,0.012408339017538824,0.005021351320817566,0.1142859401676161,0.5330200836097198,0.35318151765605316,0.5398018212040359,0.015189354318954252,0.028104207129591528,0.2752141036518508,0.03439668544347568,0.0005742804957024515,0.026176400191134416,3.173880667411703e-05,0.0015838928631702592,0.017574356761650305,0.11091286062451723,0.12227044338887158,0.1128429656914467,0.19356146162872406,0.11222933064767378,0.005313376567916622,0.05498598420373644,0.005236695914535845,0.0001795643857678164,6.708192637730327e-05,0.005435388893714395,0.040315112556608794,0.05362832996462883,0.3731192892466877,-9999
15,0.03694942819722829,0.03203057854128971,0.0007065531535662421,0.0010514571416572111,0.10555674040526784,0.0013123582257646745,0.011708371140133747,0.829910582382183,0.023036481816150693,1.2852088837026995e-05,3.8617474551504876e-05,0.011597243635485541,0.029364404669591348,0.004133952284931609,3.85030648096615e-05,0.005207818056929376,0.0031013125749461603,7.721511503413406e-05,0.02833090580552212,0.04493546750032685,0.007590253026486964,0.0005314247458537448,0.00011549382922916243,0.04190793649059761,0.025330114995291076,0.059928096611417535,0.003054510476887682,0.0,0.01217246076839425,0.001077051097207946,0.04532575738127049,0.2934438766302263,0.010014962614367118,0.0,0.0,0.010887599754754495,-9999
16,0.004001175420703068,0.11753113040121096,0.03316509099104173,0.013935261788575057,0.11836717759398303,0.012028114149947672,0.000562570032377936,0.18157844941596052,0.1523592454913163,0.032844567587242114,0.3323780635256108,0.20880131491727497,0.1808927102108656,0.024330316649809145,0.05335739419356912,0.8316043621289226,0.08630404020516265,0.03758530803995261,0.0014584170445978777,0.006036233375752578,0.02706628731594035,0.021235054488848708,0.19354816443968587,0.17028398946890794,0.005589025646671802,0.022775049439398155,0.03670839840162838,0.013748633586541971,0.30346104294725146,0.14705526796716362,0.1950298702094385,0.08199813757804655,0.07321683591097046,0.04252086220843942,0.1332632465526375,0.39587189250142213,-9999
18,0.3782991944801873,0.26961124954925625,0.1620565721155924,0.12503891953060522,7.977173007729504e-05,0.004427650765019869,0.009563584487135197,0.00019927626644181031,8.60252548519896e-05,0.0,0.008248700798736642,0.40291495412077255,0.31195128632132263,0.05719482542909939,0.029516635087781625,0.09381087846375091,0.00031133121847710525,0.04347582488401752,0.0029550121480433006,8.938507285420106e-05,2.984703414132983e-06,0.000641736762152099,0.0010550779079190834,0.20177248747124588,0.1244233258846962,0.02587667259337547,0.024627444116418803,0.011558879673895663,0.04181529271046278,0.009476780145340171,0.0027565392316922935,2.9713328076876157e-05,6.245880925461516e-05,8.340152642995361e-05,0.005886467699599862,0.05072237859198107,-9999
6,1.0060584021945556,0.7607128400177552,0.02164939194760946,0.018077084044633485,0.05973816495863014,0.018992485707861065,0.0206614221963949,0.0011233040826559267,0.0002844404747833598,0.0036599580533106754,1.0060584021945556,1.0060584021945556,1.0060584021945556,1.0060584021945556,0.0690869833671377,0.010727318075395302,0.07717881415791476,0.023084889354989622,0.00011542654086572612,0.002243674471037185,0.006176489421289658,0.20541915457388832,1.0060584021945556,1.0060584021945556,1.0060584021945556,1.005300328574217,0.16581098842743971,0.24053713140714528,0.6987113655925106,0.01009919490759228,0.00012058287352226028,0.0055919641778597535,0.10321262025573845,0.01565527494929033,1.0060584021945556,1.0060584021945556,-9999
9,1.0099313774652796,0.9582019768645201,0.0988630087113414,0.1756232204161395,0.015090362956242347,0.22563964810835108,0.000631524208189557,0.007632299127278769,0.0021100725672015493,0.1370518604924084,1.0099313774652796,1.0099313774652796,1.0099313774652796,0.22923290474493446,0.15551525574707917,0.12219057339268276,0.015136984830651665,0.016055278127057065,0.006903885671738638,0.0019351229402755283,0.06171013733648888,0.04999075703159135,1.0099313774652796,1.0099313774652796,1.0099313774652796,1.0099313774652796,0.08667353129359873,0.1606048724508765,0.5054691371908561,0.000838519332286964,0.012354507492284242,0.0017429529429463845,0.007458761898298924,0.029688197095344256,1.0099313774652796,1.0099313774652796,-9999
8,1.0171718273885264,1.0171718273885264,0.2859459874619782,0.17227596073007212,0.017560110204755206,0.023706470957755722,0.004686859046942456,0.004335346117525693,0.004186013394020032,0.2933368599008266,1.0171718273885264,1.0171718273885264,1.0171718273885264,1.0171718273885264,0.17160484241897422,0.08856408192094432,0.0006580260521918206,0.009372926540252484,0.0003019542854030865,0.0011534728818921114,0.006578882080007072,0.8371478186923014,1.0171718273885264,1.0171718273885264,1.0171718273885264,1.0171718273885264,0.2913652431545786,0.14524111579573007,0.06812687125946285,0.09486330933244909,0.00019266541120430386,0.0012039160949873784,0.050776125856820876,0.03279693517223476,1.0171718273885264,1.0171718273885264,-9999
7,1.0168043314669004,1.0168043314669004,0.03596103729985022,0.0034771541729331275,0.09820819489251993,0.006225956637253064,0.003264234749780321,0.0004508985100601444,0.0025774889027474056,0.6489050045293464,1.0168043314669004,1.0168043314669004,1.0168043314669004,0.6294969567178983,0.013677406785594835,0.06664746424298021,0.02169718897723026,0.007814827436533056,0.0006610800547239221,0.0026364643607357944,0.0021314824799847963,0.3487196783206581,1.0168043314669004,1.0168043314669004,1.0168043314669004,1.0168043314669004,0.07602245553058401,0.03280812169457573,0.012600900984584181,0.010494182622091864,0.0013713426333933616,0.00016290127541819193,0.008261223131607452,0.23741962145379725,1.0168043314669004,1.0168043314669004,-9999
11,1.0100362293229186,1.0100362293229184,1.001461884186618,0.4473128016846445,0.00038555538111473156,0.00164786576912403,0.0007354698423546312,0.0001825571440968883,0.000381398751109474,1.0100362293229186,1.0100362293229184,1.0100362293229186,1.0100362293229184,1.0100362293229184,0.9622291588798025,0.7804497136734205,0.010568984836840324,0.0013507312362181793,0.002482658035576482,0.0026433885386038876,0.10410032581418723,1.0100362293229186,1.0100362293229186,1.0100362293229186,1.0100362293229184,1.0100362293229186,0.9848432697233434,0.8481785308477279,0.18240660077836568,0.002608350470453708,0.0025121897147472464,0.001090060836443272,0.0004705132046214213,1.0100362293229186,1.0100362293229184,1.0100362293229184,-9999
5,1.0075877832134028,1.0075877832134028,0.048346521576295355,0.06933660002484666,0.02047928964455143,0.039800535915232485,0.0009503817655527155,0.004867973682493935,0.03618427264671336,0.4448565321515666,1.0075877832134028,1.0075877832134028,1.0075877832134028,1.0075877832134028,0.29944225659540646,0.04823474630700818,0.0004708202830026676,0.004951631778007773,6.004629573653615e-05,0.030999512044706606,0.0026094318783930676,0.6734299204356807,1.0075877832134028,1.0075877832134028,1.0075877832134028,1.0075877832134028,0.24026725753101771,0.14422539362041925,0.0980599655948251,0.0011602479393053944,0.045062318923702646,0.0015121001733196496,0.09460847908462458,0.7156136833712304,1.0075877832134028,1.0075877832134028,-9999
2,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.018008098895598,0.7429666746763238,0.06025927642431639,3.809583808193864e-05,0.00019500338296059484,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0165152961628277,0.9677160434381203,0.29345935427901504,0.00048328635720106157,0.027058547149740406,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.018077398917868,0.8805488659842842,0.22049101345002217,0.0005307235211470582,0.005780105067426773,1.0183182315399941,1.0183182315399941,1.0183182315399941,1.0183182315399941,-9999
3,1.0326155549659606,1.0326155549659606,1.0326155549659604,1.0288000852428623,0.6009916261430531,0.0006431941568885637,9.986404133998591e-05,0.00030626491994876543,1.0282278439165435,1.0326155549659606,1.0326155549659606,1.0326155549659606,1.0326155549659606,1.0326155549659606,1.0326155549659606,1.0279671612620698,0.3053582631584033,0.05397059947604087,0.00025894487323822434,0.004621913291482308,0.6394066467540893,1.0326155549659606,1.0326155549659606,1.0326155549659606,1.0326155549659606,1.0326155549659606,1.0326155549659606,0.9920877659548573,0.7082739397809013,0.004335056600575449,0.0005006413346857874,0.008055344424564438,1.0188271770402302,1.0326155549659604,1.0326155549659604,1.0326155549659606,-9999
4,1.0168006869111694,1.0168006869111694,0.973072635620022,0.5111849415414634,0.023606307906317417,0.0009791687769859162,0.00011821705199811727,0.00032586081055986416,0.043413048833948795,1.0168006869111694,1.0168006869111694,1.0168006869111694,1.0168006869111694,1.0168006869111694,1.0164203594512862,0.9677845054992528,0.001824434280785379,0.003654936449995885,0.01069994019456077,0.0008002741962880754,0.016085130433306456,1.0168006869111694,1.0168006869111694,1.0168006869111694,1.0168006869111694,1.0168006869111694,1.0156070737156186,0.9313643410692861,0.002426175653343507,0.005382599046971214,0.0003390769785362691,0.0005691618586552619,0.14034461695809258,1.0168006869111694,1.0168006869111694,1.0168006869111694,-9999
10,1.0128138016825505,1.0128138016825505,1.0128138016825505,0.15652813256892237,0.00015250820537177382,0.004755532250339199,0.00010762710120896043,0.010033404496703029,0.97246716658455,1.0128138016825505,1.0128138016825505,1.0128138016825505,1.0128138016825505,1.0128138016825505,1.0128138016825505,0.03427734498682847,2.5427105011431893e-06,0.000684672518183471,0.00017354127150574924,7.407509073281765e-06,0.38530915106353,1.0128138016825505,1.0128138016825505,1.0128138016825505,1.0128138016825505,1.0128138016825505,1.0128138016825505,0.011978288519916912,0.0001772115161170247,2.7512232807894538e-05,0.00014753660653826265,0.0006467025060386743,0.3675333225943583,1.0128138016825505,1.0128138016825505,1.0128138016825505,-9999
13,1.0006149443307824,1.0006149443307824,0.6725101734828216,0.2093130826349655,0.08777714861413105,0.00026852309300920505,2.523790538322206e-06,0.0,2.8225932210259017e-05,0.6792626384230191,1.0006149443307824,1.0006149443307824,1.0006149443307824,1.0006149443307824,0.9441323365353784,0.2954806189726128,6.89374965053431e-05,0.0,2.7727612248736712e-05,0.0,0.010795499051835862,0.03407138417209489,1.0006149443307824,1.0006149443307824,1.0006149443307824,1.0006149443307824,0.7222020767649783,0.2878542825875894,0.009064405261720239,0.0,0.00772706517635233,0.0,0.0001026503596047709,0.29478442902168656,1.0006149443307824,1.0006149443307824,-9999
